,sno,AFRDifference[AFR],BatteryVoltage[BatteryVoltage],EngineRunningTime[Time_s],IgnitionTiming[Angle],AirTemp[Temperature],CoolantTemp[Temperature],MAPSource[Pressure],LambdaSensor1[AFR],BaseFuel[Percentage],BaseIgnition[AngleIgnSprt2K],IgnitionCoolantTempCorrection[AngleOffset10deg],IgnitionAirTempCorrection[Angle],RPM[EngineSpeed]
11889,11890,9.0,13043.0,1131.0,192.0,3233.0,3444.0,334.0,991.0,335.0,320.0,138.0,34.0,1192.0
11890,11891,11.0,13059.0,1131.0,192.0,3233.0,3444.0,334.0,989.0,338.0,320.0,138.0,34.0,1239.0
11891,11892,9.0,13028.0,1131.0,192.0,3233.0,3444.0,336.0,991.0,337.0,320.0,138.0,34.0,1229.0
11892,11893,15.0,13028.0,1131.0,192.0,3233.0,3444.0,336.0,985.0,338.0,320.0,138.0,34.0,1222.0
11893,11894,15.0,13043.0,1131.0,192.0,3233.0,3444.0,333.0,985.0,336.0,320.0,138.0,34.0,1225.0
11894,11895,23.0,13075.0,1131.0,192.0,3233.0,3444.0,334.0,977.0,336.0,320.0,138.0,34.0,1201.0
11895,11896,24.0,13059.0,1131.0,192.0,3233.0,3446.0,335.0,976.0,336.0,320.0,138.0,34.0,1205.0
11896,11897,13.0,13043.0,1132.0,192.0,3233.0,3446.0,336.0,987.0,337.0,320.0,138.0,34.0,1210.0
11897,11898,13.0,13012.0,1132.0,192.0,3233.0,3446.0,336.0,987.0,336.0,320.0,138.0,34.0,1207.0
11898,11899,11.0,13043.0,1132.0,191.0,3233.0,3446.0,339.0,989.0,338.0,320.0,137.0,34.0,1202.0
11899,11900,11.0,13059.0,1132.0,191.0,3233.0,3446.0,340.0,989.0,339.0,320.0,137.0,34.0,1223.0
11900,11901,9.0,12997.0,1132.0,191.0,3233.0,3446.0,339.0,991.0,339.0,320.0,137.0,34.0,1222.0
11901,11902,10.0,13028.0,1132.0,191.0,3233.0,3446.0,336.0,990.0,338.0,320.0,137.0,34.0,1228.0
11902,11903,19.0,13043.0,1132.0,191.0,3233.0,3446.0,333.0,981.0,337.0,320.0,137.0,34.0,1243.0
11903,11904,24.0,13059.0,1132.0,191.0,3233.0,3446.0,331.0,976.0,337.0,320.0,137.0,34.0,1260.0
11904,11905,6.0,13028.0,1132.0,191.0,3233.0,3446.0,330.0,994.0,336.0,320.0,137.0,34.0,1243.0
11905,11906,-3.0,13028.0,1132.0,191.0,3233.0,3446.0,329.0,1003.0,335.0,320.0,137.0,34.0,1251.0
11906,11907,-2.0,13059.0,1132.0,191.0,3233.0,3446.0,329.0,1002.0,334.0,320.0,137.0,34.0,1239.0
11907,11908,10.0,13075.0,1132.0,191.0,3233.0,3447.0,330.0,990.0,335.0,320.0,137.0,34.0,1237.0
11908,11909,7.0,13075.0,1133.0,191.0,3233.0,3446.0,330.0,993.0,334.0,320.0,137.0,34.0,1228.0
11909,11910,13.0,13012.0,1133.0,190.0,3233.0,3446.0,331.0,987.0,336.0,320.0,137.0,33.0,1227.0
11910,11911,16.0,13059.0,1133.0,191.0,3233.0,3447.0,330.0,984.0,336.0,320.0,137.0,34.0,1240.0
11911,11912,17.0,13075.0,1133.0,191.0,3234.0,3447.0,331.0,983.0,336.0,320.0,137.0,34.0,1229.0
11912,11913,15.0,13012.0,1133.0,191.0,3233.0,3447.0,333.0,985.0,336.0,320.0,137.0,34.0,1227.0
11913,11914,15.0,13059.0,1133.0,190.0,3233.0,3447.0,332.0,985.0,337.0,320.0,137.0,33.0,1244.0
11914,11915,15.0,13059.0,1133.0,191.0,3234.0,3447.0,330.0,985.0,336.0,320.0,137.0,34.0,1236.0
11915,11916,20.0,13090.0,1133.0,190.0,3234.0,3447.0,330.0,980.0,336.0,320.0,137.0,33.0,1240.0
11916,11917,20.0,13059.0,1133.0,190.0,3233.0,3447.0,329.0,980.0,336.0,320.0,137.0,33.0,1253.0
11917,11918,20.0,13059.0,1133.0,190.0,3234.0,3447.0,329.0,976.0,335.0,320.0,137.0,33.0,1236.0
11918,11919,24.0,13059.0,1133.0,190.0,3234.0,3447.0,329.0,976.0,335.0,320.0,137.0,33.0,1236.0
11919,11920,15.0,13059.0,1133.0,191.0,3233.0,3447.0,328.0,985.0,334.0,320.0,137.0,34.0,1246.0
11920,11921,17.0,13012.0,1133.0,190.0,3234.0,3449.0,329.0,983.0,335.0,320.0,137.0,33.0,1249.0
11921,11922,20.0,13012.0,1134.0,190.0,3233.0,3449.0,331.0,980.0,336.0,320.0,137.0,33.0,1226.0
11922,11923,19.0,13075.0,1134.0,190.0,3234.0,3447.0,332.0,981.0,336.0,320.0,137.0,33.0,1218.0
11923,11924,12.0,13028.0,1134.0,190.0,3234.0,3449.0,336.0,988.0,336.0,320.0,137.0,33.0,1207.0
11924,11925,9.0,13043.0,1134.0,190.0,3234.0,3449.0,333.0,991.0,336.0,320.0,137.0,33.0,1208.0
11925,11926,18.0,13059.0,1134.0,190.0,3234.0,3449.0,332.0,982.0,336.0,320.0,137.0,33.0,1217.0
11926,11927,18.0,13059.0,1134.0,190.0,3234.0,3449.0,333.0,982.0,336.0,320.0,137.0,33.0,1222.0
11927,11928,14.0,13059.0,1134.0,190.0,3234.0,3449.0,335.0,986.0,337.0,320.0,137.0,33.0,1209.0
11928,11929,13.0,13075.0,1134.0,190.0,3233.0,3449.0,334.0,987.0,336.0,320.0,137.0,33.0,1211.0
11929,11930,-3.0,13075.0,1134.0,191.0,3234.0,3449.0,335.0,1003.0,336.0,320.0,137.0,34.0,1206.0
11930,11931,3.0,13075.0,1134.0,190.0,3234.0,3449.0,335.0,997.0,336.0,320.0,137.0,33.0,1210.0
11931,11932,6.0,13075.0,1134.0,190.0,3234.0,3451.0,336.0,994.0,337.0,320.0,137.0,33.0,1208.0
11932,11933,7.0,13043.0,1134.0,190.0,3234.0,3451.0,336.0,993.0,337.0,320.0,137.0,33.0,1224.0
11933,11934,13.0,13028.0,1135.0,190.0,3234.0,3451.0,334.0,987.0,337.0,320.0,137.0,33.0,1223.0
11934,11935,13.0,13059.0,1135.0,189.0,3234.0,3451.0,332.0,987.0,337.0,320.0,136.0,33.0,1231.0
11935,11936,11.0,13028.0,1135.0,189.0,3234.0,3451.0,336.0,989.0,338.0,320.0,136.0,33.0,1226.0
11936,11937,13.0,13043.0,1135.0,189.0,3234.0,3451.0,334.0,987.0,338.0,320.0,136.0,33.0,1235.0
11937,11938,13.0,13075.0,1135.0,189.0,3234.0,3451.0,334.0,987.0,337.0,320.0,136.0,33.0,1218.0
11938,11939,17.0,13075.0,1135.0,189.0,3234.0,3451.0,335.0,983.0,336.0,320.0,136.0,33.0,1214.0
11939,11940,14.0,13059.0,1135.0,189.0,3234.0,3451.0,336.0,986.0,338.0,320.0,136.0,33.0,1220.0
11940,11941,15.0,12997.0,1135.0,189.0,3234.0,3451.0,336.0,985.0,337.0,320.0,136.0,33.0,1209.0
11941,11942,11.0,13075.0,1135.0,189.0,3234.0,3451.0,335.0,989.0,337.0,320.0,136.0,33.0,1223.0
11942,11943,13.0,13059.0,1135.0,189.0,3234.0,3451.0,336.0,987.0,337.0,320.0,136.0,33.0,1203.0
11943,11944,13.0,13075.0,1135.0,189.0,3234.0,3451.0,335.0,987.0,337.0,320.0,136.0,33.0,1207.0
11944,11945,8.0,13059.0,1135.0,189.0,3234.0,3451.0,333.0,992.0,337.0,320.0,136.0,33.0,1223.0
11945,11946,10.0,13075.0,1136.0,189.0,3234.0,3451.0,336.0,990.0,335.0,320.0,136.0,33.0,1182.0
11946,11947,11.0,13075.0,1136.0,189.0,3234.0,3452.0,339.0,989.0,337.0,320.0,136.0,33.0,1192.0
11947,11948,11.0,13090.0,1136.0,189.0,3234.0,3452.0,340.0,989.0,337.0,320.0,136.0,33.0,1182.0
11948,11949,7.0,13012.0,1136.0,189.0,3234.0,3452.0,341.0,993.0,339.0,320.0,136.0,33.0,1200.0
11949,11950,15.0,13028.0,1136.0,189.0,3234.0,3452.0,341.0,985.0,338.0,320.0,136.0,33.0,1191.0
11950,11951,13.0,13059.0,1136.0,189.0,3234.0,3452.0,340.0,987.0,338.0,320.0,136.0,33.0,1188.0
11951,11952,5.0,13059.0,1136.0,189.0,3234.0,3452.0,339.0,995.0,339.0,320.0,136.0,33.0,1214.0
11952,11953,5.0,13075.0,1136.0,189.0,3234.0,3452.0,338.0,995.0,339.0,320.0,136.0,33.0,1224.0
11953,11954,7.0,13075.0,1136.0,189.0,3234.0,3452.0,334.0,993.0,337.0,320.0,136.0,33.0,1219.0
11954,11955,10.0,13075.0,1136.0,189.0,3234.0,3452.0,336.0,990.0,339.0,320.0,136.0,33.0,1240.0
11955,11956,12.0,13028.0,1136.0,189.0,3234.0,3452.0,335.0,988.0,337.0,320.0,136.0,33.0,1224.0
11956,11957,11.0,13043.0,1136.0,189.0,3234.0,3452.0,334.0,989.0,337.0,320.0,136.0,33.0,1236.0
11957,11958,11.0,13075.0,1137.0,189.0,3234.0,3452.0,330.0,989.0,336.0,320.0,136.0,33.0,1248.0
11958,11959,13.0,13090.0,1137.0,189.0,3234.0,3452.0,331.0,987.0,336.0,320.0,136.0,33.0,1247.0
11959,11960,11.0,13075.0,1137.0,189.0,3234.0,3452.0,330.0,989.0,335.0,320.0,136.0,33.0,1222.0
11960,11961,9.0,13075.0,1137.0,189.0,3234.0,3454.0,331.0,991.0,336.0,320.0,136.0,33.0,1226.0
11961,11962,7.0,13075.0,1137.0,189.0,3234.0,3454.0,332.0,993.0,336.0,320.0,136.0,33.0,1234.0
11962,11963,9.0,13028.0,1137.0,189.0,3234.0,3454.0,334.0,991.0,337.0,320.0,136.0,33.0,1218.0
11963,11964,11.0,13059.0,1137.0,189.0,3234.0,3454.0,334.0,989.0,337.0,320.0,136.0,33.0,1234.0
11964,11965,7.0,13075.0,1137.0,189.0,3234.0,3454.0,333.0,993.0,336.0,320.0,136.0,33.0,1226.0
11965,11966,8.0,13059.0,1137.0,189.0,3234.0,3454.0,331.0,992.0,336.0,320.0,136.0,33.0,1221.0
11966,11967,9.0,13075.0,1137.0,189.0,3234.0,3454.0,329.0,991.0,335.0,320.0,136.0,33.0,1222.0
11967,11968,5.0,13090.0,1137.0,189.0,3234.0,3454.0,331.0,995.0,336.0,320.0,136.0,33.0,1228.0
11968,11969,10.0,13090.0,1137.0,189.0,3234.0,3454.0,332.0,990.0,335.0,320.0,136.0,33.0,1204.0
11969,11970,11.0,13059.0,1138.0,189.0,3234.0,3454.0,333.0,989.0,336.0,320.0,136.0,33.0,1220.0
11970,11971,9.0,13043.0,1138.0,189.0,3234.0,3454.0,336.0,991.0,336.0,320.0,136.0,33.0,1188.0
11971,11972,13.0,13075.0,1138.0,189.0,3234.0,3454.0,341.0,987.0,337.0,320.0,136.0,33.0,1180.0
11972,11973,12.0,13059.0,1138.0,189.0,3234.0,3455.0,341.0,988.0,337.0,320.0,136.0,33.0,1170.0
11973,11974,7.0,13059.0,1138.0,189.0,3234.0,3455.0,343.0,993.0,339.0,320.0,136.0,33.0,1182.0
11974,11975,6.0,13059.0,1138.0,189.0,3234.0,3454.0,342.0,994.0,339.0,320.0,136.0,33.0,1189.0
11975,11976,11.0,13075.0,1138.0,189.0,3234.0,3454.0,340.0,989.0,338.0,320.0,136.0,33.0,1193.0
11976,11977,0.0,13090.0,1138.0,189.0,3234.0,3454.0,339.0,1000.0,339.0,320.0,136.0,33.0,1217.0
11977,11978,-1.0,13059.0,1138.0,189.0,3234.0,3455.0,338.0,1001.0,339.0,320.0,136.0,33.0,1215.0
11978,11979,-2.0,13075.0,1138.0,189.0,3235.0,3455.0,336.0,1002.0,337.0,320.0,136.0,33.0,1217.0
11979,11980,-7.0,13090.0,1138.0,189.0,3234.0,3455.0,335.0,1007.0,337.0,320.0,136.0,33.0,1233.0
11980,11981,-5.0,13075.0,1138.0,189.0,3234.0,3455.0,336.0,1005.0,337.0,320.0,136.0,33.0,1226.0
11981,11982,6.0,13043.0,1139.0,189.0,3234.0,3455.0,334.0,994.0,337.0,320.0,136.0,33.0,1220.0
11982,11983,19.0,13043.0,1139.0,189.0,3235.0,3455.0,334.0,981.0,337.0,320.0,136.0,33.0,1232.0
11983,11984,19.0,13075.0,1139.0,189.0,3234.0,3455.0,332.0,981.0,336.0,320.0,136.0,33.0,1221.0
11984,11985,15.0,13090.0,1139.0,189.0,3234.0,3455.0,331.0,985.0,336.0,320.0,136.0,33.0,1239.0
11985,11986,11.0,13075.0,1139.0,189.0,3234.0,3455.0,333.0,989.0,337.0,320.0,136.0,33.0,1232.0
11986,11987,18.0,13075.0,1139.0,189.0,3235.0,3455.0,331.0,982.0,336.0,320.0,136.0,33.0,1240.0
11987,11988,17.0,13028.0,1139.0,189.0,3235.0,3455.0,331.0,983.0,336.0,320.0,136.0,33.0,1234.0
11988,11989,10.0,13043.0,1139.0,189.0,3234.0,3455.0,330.0,990.0,336.0,320.0,136.0,33.0,1241.0
11989,11990,11.0,13075.0,1139.0,189.0,3234.0,3455.0,331.0,989.0,336.0,320.0,136.0,33.0,1238.0
11990,11991,10.0,13059.0,1139.0,189.0,3234.0,3457.0,330.0,990.0,337.0,320.0,136.0,33.0,1253.0
11991,11992,5.0,13090.0,1139.0,189.0,3234.0,3455.0,331.0,995.0,335.0,320.0,136.0,33.0,1225.0
11992,11993,4.0,13090.0,1139.0,189.0,3235.0,3457.0,330.0,996.0,334.0,320.0,136.0,33.0,1229.0
11993,11994,3.0,13090.0,1140.0,188.0,3234.0,3457.0,331.0,997.0,335.0,320.0,135.0,33.0,1215.0
11994,11995,3.0,13137.0,1140.0,188.0,3234.0,3457.0,335.0,997.0,338.0,320.0,135.0,33.0,1240.0
11995,11996,15.0,13075.0,1140.0,188.0,3235.0,3457.0,336.0,985.0,338.0,320.0,135.0,33.0,1229.0
11996,11997,13.0,13106.0,1140.0,188.0,3235.0,3457.0,335.0,987.0,338.0,320.0,135.0,33.0,1236.0
11997,11998,16.0,13122.0,1140.0,188.0,3235.0,3457.0,333.0,984.0,338.0,320.0,135.0,33.0,1266.0
11998,11999,17.0,13137.0,1140.0,188.0,3235.0,3457.0,331.0,983.0,337.0,320.0,135.0,33.0,1269.0
11999,12000,3.0,13090.0,1140.0,188.0,3234.0,3457.0,331.0,997.0,337.0,320.0,135.0,33.0,1261.0
12000,12001,2.0,13106.0,1140.0,188.0,3235.0,3457.0,329.0,998.0,335.0,320.0,135.0,33.0,1258.0
12001,12002,3.0,13122.0,1140.0,188.0,3234.0,3457.0,328.0,997.0,335.0,320.0,135.0,33.0,1261.0
12002,12003,7.0,13122.0,1140.0,188.0,3234.0,3457.0,327.0,993.0,335.0,320.0,135.0,33.0,1268.0
12003,12004,7.0,13137.0,1140.0,188.0,3235.0,3459.0,327.0,993.0,333.0,320.0,135.0,33.0,1245.0
12004,12005,7.0,13106.0,1141.0,188.0,3235.0,3459.0,326.0,993.0,334.0,320.0,135.0,33.0,1248.0
12005,12006,7.0,13106.0,1141.0,188.0,3235.0,3459.0,326.0,991.0,334.0,320.0,135.0,33.0,1249.0
12006,12007,9.0,13075.0,1141.0,188.0,3235.0,3459.0,327.0,991.0,334.0,320.0,135.0,33.0,1249.0
12007,12008,7.0,13106.0,1141.0,188.0,3234.0,3459.0,329.0,993.0,334.0,320.0,135.0,33.0,1223.0
12008,12009,7.0,13137.0,1141.0,188.0,3234.0,3459.0,329.0,993.0,335.0,320.0,135.0,33.0,1240.0
12009,12010,3.0,13137.0,1141.0,188.0,3234.0,3459.0,329.0,997.0,334.0,320.0,135.0,33.0,1243.0
12010,12011,3.0,13106.0,1141.0,188.0,3234.0,3459.0,329.0,997.0,334.0,320.0,135.0,33.0,1233.0
12011,12012,6.0,13106.0,1141.0,188.0,3235.0,3459.0,330.0,994.0,336.0,320.0,135.0,33.0,1245.0
12012,12013,7.0,13137.0,1141.0,188.0,3235.0,3459.0,329.0,993.0,335.0,320.0,135.0,33.0,1260.0
12013,12014,11.0,13122.0,1141.0,188.0,3235.0,3459.0,328.0,989.0,335.0,320.0,135.0,33.0,1260.0
12014,12015,3.0,13137.0,1141.0,188.0,3235.0,3459.0,329.0,997.0,334.0,320.0,135.0,33.0,1257.0
12015,12016,3.0,13106.0,1141.0,188.0,3235.0,3459.0,330.0,997.0,336.0,320.0,135.0,33.0,1256.0
12016,12017,9.0,13122.0,1141.0,188.0,3235.0,3459.0,329.0,991.0,336.0,320.0,135.0,33.0,1274.0
12017,12018,12.0,13153.0,1142.0,189.0,3235.0,3459.0,327.0,988.0,335.0,321.0,135.0,33.0,1286.0
12018,12019,5.0,13122.0,1142.0,189.0,3235.0,3460.0,324.0,995.0,333.0,321.0,135.0,33.0,1294.0
12019,12020,7.0,13137.0,1142.0,189.0,3235.0,3460.0,322.0,993.0,332.0,321.0,135.0,33.0,1295.0
12020,12021,9.0,13137.0,1142.0,189.0,3235.0,3460.0,323.0,991.0,332.0,321.0,135.0,33.0,1309.0
12021,12022,5.0,13106.0,1142.0,189.0,3235.0,3460.0,322.0,995.0,332.0,321.0,135.0,33.0,1301.0
12022,12023,4.0,13122.0,1142.0,190.0,3235.0,3459.0,322.0,996.0,332.0,322.0,135.0,33.0,1317.0
12023,12024,14.0,13075.0,1142.0,190.0,3235.0,3460.0,321.0,986.0,331.0,322.0,135.0,33.0,1321.0
12024,12025,17.0,13153.0,1142.0,189.0,3235.0,3460.0,323.0,983.0,332.0,321.0,135.0,33.0,1297.0
12025,12026,26.0,13106.0,1142.0,189.0,3235.0,3460.0,323.0,974.0,334.0,321.0,135.0,33.0,1311.0
12026,12027,26.0,13137.0,1142.0,189.0,3235.0,3460.0,321.0,974.0,331.0,321.0,135.0,33.0,1303.0
12027,12028,30.0,13090.0,1142.0,190.0,3235.0,3460.0,322.0,970.0,332.0,322.0,135.0,33.0,1315.0
12028,12029,29.0,13137.0,1142.0,190.0,3235.0,3460.0,319.0,971.0,332.0,322.0,135.0,33.0,1318.0
12029,12030,20.0,13137.0,1143.0,189.0,3235.0,3460.0,319.0,980.0,330.0,321.0,135.0,33.0,1301.0
12030,12031,20.0,13106.0,1143.0,190.0,3235.0,3460.0,318.0,980.0,331.0,322.0,135.0,33.0,1313.0
12031,12032,22.0,13137.0,1143.0,189.0,3235.0,3462.0,318.0,978.0,329.0,321.0,135.0,33.0,1312.0
12032,12033,20.0,13122.0,1143.0,189.0,3235.0,3462.0,319.0,980.0,331.0,322.0,134.0,33.0,1340.0
12033,12034,20.0,13137.0,1143.0,189.0,3235.0,3462.0,319.0,980.0,331.0,322.0,134.0,33.0,1324.0
12034,12035,21.0,13106.0,1143.0,189.0,3235.0,3462.0,319.0,979.0,331.0,322.0,134.0,33.0,1342.0
12035,12036,20.0,13122.0,1143.0,190.0,3235.0,3462.0,317.0,980.0,330.0,323.0,134.0,33.0,1356.0
12036,12037,30.0,13106.0,1143.0,190.0,3235.0,3462.0,317.0,970.0,330.0,323.0,134.0,33.0,1347.0
12037,12038,30.0,13137.0,1143.0,189.0,3235.0,3462.0,316.0,970.0,328.0,322.0,134.0,33.0,1336.0
12038,12039,29.0,13106.0,1143.0,189.0,3235.0,3462.0,314.0,971.0,327.0,322.0,134.0,33.0,1329.0
12039,12040,31.0,13137.0,1143.0,189.0,3235.0,3462.0,315.0,969.0,328.0,322.0,134.0,33.0,1334.0
12040,12041,28.0,13106.0,1144.0,189.0,3236.0,3463.0,316.0,972.0,329.0,322.0,134.0,33.0,1314.0
12041,12042,28.0,13043.0,1144.0,189.0,3236.0,3462.0,316.0,972.0,329.0,322.0,134.0,33.0,1321.0
12042,12043,28.0,13012.0,1144.0,188.0,3235.0,3463.0,318.0,972.0,330.0,321.0,134.0,33.0,1299.0
12043,12044,32.0,13075.0,1144.0,188.0,3235.0,3462.0,318.0,968.0,330.0,321.0,134.0,33.0,1297.0
12044,12045,31.0,13075.0,1144.0,187.0,3236.0,3463.0,320.0,969.0,330.0,320.0,134.0,33.0,1276.0
12045,12046,37.0,13028.0,1144.0,187.0,3235.0,3463.0,324.0,963.0,333.0,320.0,134.0,33.0,1277.0
12046,12047,36.0,13059.0,1144.0,188.0,3236.0,3463.0,322.0,964.0,333.0,321.0,134.0,33.0,1293.0
12047,12048,41.0,13059.0,1144.0,187.0,3236.0,3463.0,325.0,959.0,333.0,320.0,134.0,33.0,1256.0
12048,12049,32.0,13090.0,1144.0,187.0,3236.0,3463.0,324.0,968.0,332.0,320.0,134.0,33.0,1280.0
12049,12050,28.0,13043.0,1144.0,188.0,3236.0,3463.0,324.0,972.0,333.0,321.0,134.0,33.0,1283.0
12050,12051,27.0,13059.0,1144.0,187.0,3236.0,3463.0,322.0,973.0,332.0,320.0,134.0,33.0,1274.0
12051,12052,21.0,13090.0,1144.0,188.0,3236.0,3463.0,322.0,979.0,331.0,321.0,134.0,33.0,1294.0
12052,12053,22.0,13028.0,1144.0,187.0,3235.0,3463.0,322.0,978.0,332.0,320.0,134.0,33.0,1278.0
12053,12054,16.0,13075.0,1145.0,187.0,3236.0,3463.0,322.0,984.0,332.0,320.0,134.0,33.0,1275.0
12054,12055,5.0,13075.0,1145.0,187.0,3236.0,3463.0,322.0,995.0,331.0,320.0,134.0,33.0,1286.0
12055,12056,7.0,13028.0,1145.0,187.0,3236.0,3465.0,322.0,993.0,332.0,320.0,134.0,33.0,1268.0
12056,12057,9.0,13059.0,1145.0,187.0,3236.0,3465.0,323.0,991.0,332.0,320.0,134.0,33.0,1261.0
12057,12058,12.0,13075.0,1145.0,187.0,3236.0,3465.0,324.0,988.0,332.0,320.0,134.0,33.0,1269.0
12058,12059,10.0,13090.0,1145.0,187.0,3236.0,3463.0,325.0,990.0,333.0,320.0,134.0,33.0,1266.0
12059,12060,3.0,13043.0,1145.0,187.0,3236.0,3465.0,329.0,997.0,333.0,320.0,134.0,33.0,1202.0
12060,12061,6.0,13043.0,1145.0,187.0,3236.0,3465.0,329.0,994.0,335.0,320.0,134.0,33.0,1214.0
12061,12062,13.0,13075.0,1145.0,187.0,3236.0,3465.0,330.0,987.0,334.0,320.0,134.0,33.0,1191.0
12062,12063,15.0,13075.0,1145.0,187.0,3236.0,3465.0,334.0,985.0,335.0,320.0,134.0,33.0,1175.0
12063,12064,8.0,13075.0,1145.0,187.0,3236.0,3465.0,337.0,992.0,336.0,320.0,134.0,33.0,1176.0
12064,12065,9.0,13090.0,1145.0,187.0,3236.0,3465.0,338.0,991.0,337.0,320.0,134.0,33.0,1183.0
12065,12066,15.0,13075.0,1146.0,187.0,3236.0,3467.0,342.0,985.0,337.0,320.0,134.0,33.0,1170.0
12066,12067,17.0,13028.0,1146.0,187.0,3236.0,3467.0,344.0,983.0,339.0,320.0,134.0,33.0,1183.0
12067,12068,9.0,13043.0,1146.0,187.0,3236.0,3467.0,344.0,991.0,338.0,320.0,134.0,33.0,1176.0
12068,12069,10.0,13075.0,1146.0,187.0,3236.0,3467.0,343.0,990.0,338.0,320.0,134.0,33.0,1175.0
12069,12070,3.0,13059.0,1146.0,187.0,3236.0,3467.0,342.0,997.0,338.0,320.0,134.0,33.0,1176.0
12070,12071,1.0,13075.0,1146.0,186.0,3236.0,3465.0,343.0,999.0,339.0,320.0,133.0,33.0,1190.0
12071,12072,0.0,13090.0,1146.0,186.0,3236.0,3467.0,340.0,1000.0,338.0,320.0,133.0,33.0,1203.0
12072,12073,-1.0,13075.0,1146.0,185.0,3236.0,3467.0,339.0,1001.0,338.0,320.0,133.0,32.0,1202.0
12073,12074,-3.0,13043.0,1146.0,186.0,3236.0,3467.0,338.0,1003.0,338.0,320.0,133.0,33.0,1208.0
12074,12075,1.0,13059.0,1146.0,186.0,3237.0,3467.0,336.0,999.0,337.0,320.0,133.0,33.0,1212.0
12075,12076,3.0,13059.0,1146.0,186.0,3236.0,3467.0,333.0,997.0,335.0,320.0,133.0,33.0,1201.0
12076,12077,-1.0,13075.0,1147.0,186.0,3236.0,3467.0,336.0,1001.0,337.0,320.0,133.0,33.0,1205.0
12077,12078,2.0,13075.0,1147.0,185.0,3236.0,3468.0,336.0,998.0,338.0,320.0,133.0,32.0,1221.0
12078,12079,4.0,13090.0,1147.0,186.0,3236.0,3467.0,334.0,996.0,336.0,320.0,133.0,33.0,1209.0
12079,12080,6.0,13043.0,1147.0,186.0,3237.0,3468.0,336.0,994.0,337.0,320.0,133.0,33.0,1215.0
12080,12081,15.0,13028.0,1147.0,186.0,3236.0,3467.0,334.0,985.0,336.0,320.0,133.0,33.0,1213.0
12081,12082,15.0,13059.0,1147.0,186.0,3236.0,3467.0,334.0,985.0,335.0,320.0,133.0,33.0,1181.0
12082,12083,12.0,13059.0,1147.0,185.0,3236.0,3468.0,338.0,988.0,337.0,320.0,133.0,32.0,1183.0
12083,12084,11.0,13090.0,1147.0,185.0,3236.0,3468.0,339.0,989.0,338.0,320.0,133.0,32.0,1194.0
12084,12085,10.0,13028.0,1147.0,185.0,3237.0,3468.0,340.0,990.0,336.0,320.0,133.0,32.0,1165.0
12085,12086,15.0,13059.0,1147.0,186.0,3236.0,3468.0,342.0,985.0,337.0,320.0,133.0,33.0,1165.0
12086,12087,10.0,13075.0,1147.0,185.0,3236.0,3468.0,341.0,990.0,338.0,320.0,133.0,32.0,1189.0
12087,12088,12.0,13075.0,1147.0,185.0,3237.0,3468.0,343.0,988.0,338.0,320.0,133.0,32.0,1183.0
12088,12089,5.0,13012.0,1148.0,185.0,3236.0,3468.0,343.0,995.0,340.0,320.0,133.0,32.0,1200.0
12089,12090,5.0,13075.0,1148.0,185.0,3237.0,3470.0,342.0,995.0,338.0,320.0,133.0,32.0,1180.0
12090,12091,7.0,13059.0,1148.0,185.0,3237.0,3470.0,344.0,993.0,339.0,320.0,133.0,32.0,1181.0
12091,12092,8.0,13059.0,1148.0,185.0,3237.0,3468.0,343.0,992.0,339.0,320.0,133.0,32.0,1189.0
12092,12093,5.0,13075.0,1148.0,185.0,3237.0,3468.0,342.0,995.0,340.0,320.0,133.0,32.0,1199.0
12093,12094,3.0,13059.0,1148.0,185.0,3237.0,3468.0,342.0,997.0,338.0,320.0,133.0,32.0,1183.0
12094,12095,9.0,13075.0,1148.0,185.0,3237.0,3470.0,338.0,991.0,337.0,320.0,133.0,32.0,1181.0
12095,12096,-12.0,13090.0,1148.0,185.0,3237.0,3468.0,342.0,1012.0,339.0,320.0,133.0,32.0,1199.0
12096,12097,-11.0,13075.0,1148.0,185.0,3237.0,3470.0,340.0,1011.0,339.0,320.0,133.0,32.0,1206.0
12097,12098,-10.0,13075.0,1148.0,185.0,3237.0,3470.0,337.0,1010.0,338.0,320.0,133.0,32.0,1215.0
12098,12099,-7.0,13012.0,1148.0,185.0,3237.0,3470.0,336.0,1007.0,338.0,320.0,133.0,32.0,1215.0
12099,12100,0.0,13059.0,1148.0,185.0,3237.0,3470.0,336.0,1000.0,338.0,320.0,133.0,32.0,1224.0
12100,12101,3.0,13075.0,1149.0,185.0,3237.0,3470.0,337.0,997.0,337.0,320.0,133.0,32.0,1216.0
12101,12102,4.0,13059.0,1149.0,185.0,3237.0,3471.0,337.0,996.0,338.0,320.0,133.0,32.0,1215.0
12102,12103,5.0,13059.0,1149.0,185.0,3237.0,3470.0,337.0,995.0,338.0,320.0,133.0,32.0,1224.0
12103,12104,-12.0,13075.0,1149.0,184.0,3237.0,3471.0,334.0,1012.0,336.0,320.0,132.0,32.0,1216.0
12104,12105,-11.0,13090.0,1149.0,184.0,3237.0,3470.0,334.0,1011.0,337.0,320.0,132.0,32.0,1226.0
12105,12106,-1.0,13012.0,1149.0,184.0,3237.0,3470.0,333.0,1001.0,336.0,320.0,132.0,32.0,1234.0
12106,12107,4.0,13059.0,1149.0,184.0,3238.0,3470.0,330.0,996.0,335.0,320.0,132.0,32.0,1225.0
