,sno,AFRDifference[AFR],BatteryVoltage[BatteryVoltage],EngineRunningTime[Time_s],IgnitionTiming[Angle],AirTemp[Temperature],CoolantTemp[Temperature],MAPSource[Pressure],LambdaSensor1[AFR],BaseFuel[Percentage],BaseIgnition[AngleIgnSprt2K],IgnitionCoolantTempCorrection[AngleOffset10deg],IgnitionAirTempCorrection[Angle],RPM[EngineSpeed]
14762,14763,72.0,12997.0,1374.0,153.0,3303.0,3609.0,278.0,928.0,320.0,337.0,105.0,11.0,1771.0
14763,14764,63.0,12997.0,1374.0,155.0,3303.0,3609.0,276.0,937.0,319.0,339.0,105.0,11.0,1836.0
14764,14765,64.0,12950.0,1374.0,154.0,3302.0,3609.0,273.0,936.0,316.0,339.0,105.0,10.0,1815.0
14765,14766,60.0,13012.0,1374.0,152.0,3302.0,3609.0,265.0,940.0,309.0,337.0,105.0,10.0,1769.0
14766,14767,55.0,12997.0,1374.0,152.0,3303.0,3609.0,261.0,945.0,307.0,337.0,105.0,10.0,1750.0
14767,14768,56.0,12997.0,1374.0,154.0,3303.0,3611.0,259.0,944.0,304.0,338.0,105.0,11.0,1792.0
14768,14769,54.0,13012.0,1375.0,154.0,3303.0,3609.0,257.0,946.0,303.0,338.0,105.0,11.0,1782.0
14769,14770,46.0,12950.0,1375.0,151.0,3303.0,3609.0,256.0,954.0,303.0,336.0,104.0,11.0,1739.0
14770,14771,47.0,12997.0,1375.0,151.0,3303.0,3609.0,256.0,953.0,304.0,336.0,104.0,11.0,1735.0
14771,14772,42.0,12981.0,1375.0,152.0,3303.0,3611.0,258.0,958.0,304.0,337.0,104.0,11.0,1756.0
14772,14773,44.0,12668.0,1375.0,150.0,3303.0,3611.0,257.0,956.0,306.0,335.0,104.0,11.0,1710.0
14773,14774,45.0,12684.0,1375.0,150.0,3303.0,3611.0,258.0,955.0,306.0,335.0,104.0,11.0,1707.0
14774,14775,54.0,12715.0,1375.0,150.0,3303.0,3611.0,260.0,946.0,306.0,335.0,104.0,11.0,1722.0
14775,14776,53.0,12731.0,1375.0,149.0,3303.0,3611.0,258.0,947.0,305.0,335.0,104.0,10.0,1721.0
14776,14777,56.0,12699.0,1375.0,148.0,3305.0,3611.0,260.0,944.0,307.0,334.0,104.0,10.0,1677.0
14777,14778,54.0,12746.0,1375.0,149.0,3305.0,3611.0,262.0,946.0,310.0,335.0,104.0,10.0,1710.0
14778,14779,56.0,12793.0,1375.0,148.0,3305.0,3611.0,263.0,944.0,309.0,334.0,104.0,10.0,1689.0
14779,14780,48.0,12793.0,1376.0,148.0,3305.0,3611.0,262.0,952.0,309.0,334.0,104.0,10.0,1661.0
14780,14781,48.0,12762.0,1376.0,146.0,3303.0,3611.0,264.0,952.0,312.0,332.0,104.0,10.0,1638.0
14781,14782,47.0,12793.0,1376.0,147.0,3305.0,3611.0,265.0,953.0,312.0,333.0,104.0,10.0,1662.0
14782,14783,47.0,12793.0,1376.0,147.0,3305.0,3611.0,264.0,953.0,311.0,333.0,104.0,10.0,1659.0
14783,14784,43.0,12825.0,1376.0,146.0,3305.0,3611.0,265.0,957.0,312.0,332.0,104.0,10.0,1629.0
14784,14785,42.0,12825.0,1376.0,146.0,3305.0,3612.0,268.0,958.0,314.0,332.0,104.0,10.0,1621.0
14785,14786,40.0,12793.0,1376.0,146.0,3305.0,3611.0,268.0,960.0,314.0,332.0,104.0,10.0,1632.0
14786,14787,40.0,12809.0,1376.0,146.0,3305.0,3611.0,269.0,960.0,315.0,332.0,104.0,10.0,1616.0
14787,14788,39.0,12825.0,1376.0,145.0,3305.0,3611.0,269.0,961.0,314.0,331.0,104.0,10.0,1602.0
14788,14789,40.0,12825.0,1376.0,146.0,3305.0,3612.0,269.0,960.0,314.0,332.0,104.0,10.0,1622.0
14789,14790,46.0,12840.0,1376.0,145.0,3305.0,3612.0,270.0,954.0,315.0,331.0,104.0,10.0,1603.0
14790,14791,44.0,12840.0,1376.0,145.0,3305.0,3612.0,272.0,956.0,316.0,331.0,104.0,10.0,1588.0
14791,14792,48.0,12856.0,1377.0,145.0,3305.0,3612.0,273.0,952.0,316.0,331.0,104.0,10.0,1598.0
14792,14793,36.0,12825.0,1377.0,145.0,3306.0,3612.0,273.0,964.0,316.0,331.0,104.0,10.0,1585.0
14793,14794,36.0,12778.0,1377.0,145.0,3305.0,3612.0,273.0,964.0,316.0,331.0,104.0,10.0,1585.0
14794,14795,45.0,12793.0,1377.0,144.0,3305.0,3612.0,276.0,955.0,317.0,330.0,104.0,10.0,1561.0
14795,14796,44.0,12840.0,1377.0,145.0,3306.0,3612.0,277.0,956.0,317.0,331.0,104.0,10.0,1592.0
14796,14797,45.0,12809.0,1377.0,145.0,3305.0,3612.0,275.0,955.0,317.0,331.0,104.0,10.0,1586.0
14797,14798,43.0,12809.0,1377.0,143.0,3305.0,3612.0,275.0,957.0,317.0,329.0,104.0,10.0,1549.0
14798,14799,43.0,12840.0,1377.0,143.0,3305.0,3612.0,279.0,957.0,318.0,330.0,104.0,9.0,1560.0
14799,14800,44.0,12840.0,1377.0,143.0,3305.0,3612.0,279.0,956.0,318.0,330.0,104.0,9.0,1558.0
14800,14801,43.0,12793.0,1377.0,144.0,3305.0,3612.0,280.0,957.0,318.0,330.0,104.0,10.0,1559.0
14801,14802,56.0,12793.0,1377.0,143.0,3305.0,3612.0,282.0,944.0,319.0,329.0,104.0,10.0,1538.0
14802,14803,54.0,12793.0,1377.0,142.0,3305.0,3612.0,281.0,946.0,319.0,329.0,104.0,9.0,1529.0
14803,14804,52.0,12840.0,1378.0,142.0,3305.0,3612.0,285.0,948.0,320.0,328.0,104.0,10.0,1524.0
14804,14805,53.0,12746.0,1378.0,142.0,3306.0,3612.0,286.0,947.0,320.0,329.0,104.0,9.0,1538.0
14805,14806,52.0,12762.0,1378.0,142.0,3305.0,3614.0,285.0,948.0,320.0,329.0,104.0,9.0,1531.0
14806,14807,51.0,12778.0,1378.0,141.0,3305.0,3612.0,285.0,949.0,319.0,327.0,104.0,10.0,1487.0
14807,14808,51.0,12746.0,1378.0,141.0,3305.0,3612.0,294.0,950.0,322.0,328.0,104.0,9.0,1510.0
14808,14809,50.0,12746.0,1378.0,141.0,3305.0,3612.0,294.0,950.0,322.0,328.0,104.0,9.0,1510.0
14809,14810,47.0,12762.0,1378.0,141.0,3306.0,3612.0,293.0,953.0,322.0,328.0,104.0,9.0,1518.0
14810,14811,27.0,12778.0,1378.0,141.0,3306.0,3612.0,291.0,973.0,321.0,328.0,104.0,9.0,1520.0
14811,14812,32.0,12793.0,1378.0,140.0,3306.0,3614.0,292.0,968.0,321.0,327.0,104.0,9.0,1473.0
14812,14813,43.0,12793.0,1378.0,138.0,3306.0,3612.0,295.0,957.0,322.0,325.0,104.0,9.0,1436.0
14813,14814,42.0,12778.0,1378.0,138.0,3306.0,3612.0,300.0,958.0,323.0,325.0,104.0,9.0,1421.0
14814,14815,39.0,12778.0,1378.0,137.0,3306.0,3614.0,305.0,961.0,324.0,324.0,104.0,9.0,1384.0
14815,14816,34.0,12793.0,1378.0,135.0,3306.0,3612.0,307.0,966.0,325.0,322.0,104.0,9.0,1342.0
14816,14817,36.0,12746.0,1379.0,135.0,3306.0,3614.0,309.0,964.0,325.0,322.0,104.0,9.0,1332.0
14817,14818,36.0,12793.0,1379.0,134.0,3306.0,3612.0,309.0,964.0,325.0,321.0,104.0,9.0,1297.0
14818,14819,37.0,12809.0,1379.0,134.0,3306.0,3612.0,313.0,963.0,327.0,321.0,104.0,9.0,1295.0
14819,14820,48.0,12793.0,1379.0,133.0,3306.0,3614.0,317.0,952.0,329.0,320.0,104.0,9.0,1263.0
14820,14821,44.0,12778.0,1379.0,133.0,3306.0,3614.0,318.0,956.0,329.0,320.0,104.0,9.0,1239.0
14821,14822,54.0,12778.0,1379.0,133.0,3306.0,3614.0,322.0,946.0,331.0,320.0,104.0,9.0,1240.0
14822,14823,57.0,12809.0,1379.0,133.0,3306.0,3614.0,327.0,943.0,333.0,320.0,104.0,9.0,1209.0
14823,14824,57.0,12746.0,1379.0,133.0,3306.0,3614.0,329.0,943.0,334.0,320.0,104.0,9.0,1224.0
14824,14825,52.0,12746.0,1379.0,133.0,3306.0,3614.0,331.0,948.0,335.0,320.0,104.0,9.0,1202.0
14825,14826,50.0,12825.0,1379.0,133.0,3306.0,3614.0,333.0,950.0,335.0,320.0,104.0,9.0,1198.0
14826,14827,48.0,12809.0,1379.0,133.0,3306.0,3614.0,336.0,952.0,336.0,320.0,104.0,9.0,1206.0
14827,14828,46.0,12762.0,1379.0,133.0,3306.0,3614.0,335.0,954.0,336.0,320.0,104.0,9.0,1198.0
14828,14829,27.0,12793.0,1380.0,133.0,3306.0,3614.0,336.0,973.0,337.0,320.0,104.0,9.0,1207.0
14829,14830,27.0,12778.0,1380.0,133.0,3306.0,3614.0,336.0,973.0,337.0,320.0,104.0,9.0,1216.0
14830,14831,17.0,12809.0,1380.0,133.0,3306.0,3614.0,336.0,983.0,337.0,320.0,104.0,9.0,1228.0
14831,14832,19.0,12809.0,1380.0,133.0,3306.0,3614.0,334.0,981.0,336.0,320.0,104.0,9.0,1210.0
14832,14833,20.0,12778.0,1380.0,133.0,3306.0,3614.0,336.0,980.0,336.0,320.0,104.0,9.0,1191.0
14833,14834,21.0,12762.0,1380.0,133.0,3306.0,3614.0,336.0,979.0,337.0,320.0,104.0,9.0,1203.0
14834,14835,7.0,12762.0,1380.0,133.0,3306.0,3614.0,334.0,993.0,336.0,320.0,104.0,9.0,1208.0
14835,14836,7.0,12778.0,1380.0,133.0,3306.0,3614.0,335.0,993.0,336.0,320.0,104.0,9.0,1208.0
14836,14837,7.0,12778.0,1380.0,133.0,3306.0,3614.0,334.0,993.0,336.0,320.0,104.0,9.0,1221.0
14837,14838,13.0,12762.0,1380.0,133.0,3306.0,3614.0,333.0,987.0,336.0,320.0,104.0,9.0,1230.0
14838,14839,12.0,12762.0,1380.0,133.0,3306.0,3614.0,335.0,988.0,337.0,320.0,104.0,9.0,1217.0
14839,14840,8.0,12699.0,1380.0,133.0,3306.0,3614.0,334.0,992.0,336.0,320.0,104.0,9.0,1207.0
14840,14841,9.0,12684.0,1381.0,133.0,3306.0,3614.0,333.0,991.0,337.0,320.0,104.0,9.0,1233.0
14841,14842,6.0,12746.0,1381.0,133.0,3306.0,3614.0,331.0,994.0,335.0,320.0,104.0,9.0,1213.0
14842,14843,7.0,12731.0,1381.0,133.0,3307.0,3614.0,333.0,993.0,335.0,320.0,104.0,9.0,1210.0
14843,14844,3.0,12731.0,1381.0,133.0,3306.0,3614.0,335.0,997.0,336.0,320.0,104.0,9.0,1215.0
14844,14845,13.0,12762.0,1381.0,133.0,3306.0,3614.0,334.0,987.0,337.0,320.0,104.0,9.0,1242.0
14845,14846,10.0,12668.0,1381.0,133.0,3307.0,3614.0,331.0,990.0,336.0,320.0,104.0,9.0,1225.0
14846,14847,1.0,12715.0,1381.0,133.0,3306.0,3615.0,332.0,999.0,335.0,320.0,104.0,9.0,1225.0
14847,14848,1.0,12762.0,1381.0,133.0,3307.0,3615.0,332.0,999.0,335.0,320.0,104.0,9.0,1219.0
14848,14849,7.0,12762.0,1381.0,133.0,3307.0,3614.0,333.0,993.0,336.0,320.0,104.0,9.0,1227.0
14849,14850,9.0,12746.0,1381.0,133.0,3307.0,3614.0,330.0,991.0,335.0,320.0,104.0,9.0,1226.0
14850,14851,9.0,12762.0,1381.0,133.0,3306.0,3614.0,331.0,991.0,336.0,320.0,104.0,9.0,1237.0
14851,14852,8.0,12746.0,1382.0,133.0,3306.0,3614.0,331.0,992.0,336.0,320.0,104.0,9.0,1249.0
14852,14853,14.0,12699.0,1382.0,133.0,3306.0,3614.0,331.0,986.0,336.0,320.0,104.0,9.0,1244.0
14853,14854,11.0,12731.0,1382.0,133.0,3306.0,3615.0,330.0,989.0,336.0,320.0,104.0,9.0,1246.0
14854,14855,-1.0,12746.0,1382.0,133.0,3307.0,3614.0,329.0,1001.0,336.0,320.0,104.0,9.0,1243.0
14855,14856,-1.0,12699.0,1382.0,133.0,3306.0,3614.0,329.0,1001.0,335.0,320.0,104.0,9.0,1253.0
14856,14857,-4.0,12731.0,1382.0,133.0,3307.0,3614.0,328.0,1004.0,335.0,320.0,104.0,9.0,1252.0
14857,14858,-1.0,12746.0,1382.0,133.0,3307.0,3615.0,329.0,1001.0,335.0,320.0,104.0,9.0,1231.0
14858,14859,0.0,12762.0,1382.0,133.0,3307.0,3615.0,330.0,1000.0,335.0,320.0,104.0,9.0,1230.0
14859,14860,-3.0,12731.0,1382.0,133.0,3307.0,3614.0,331.0,1003.0,336.0,320.0,104.0,9.0,1229.0
14860,14861,-5.0,12715.0,1382.0,133.0,3306.0,3614.0,330.0,1005.0,335.0,320.0,104.0,9.0,1214.0
14861,14862,-3.0,12668.0,1382.0,133.0,3306.0,3614.0,331.0,1003.0,335.0,320.0,104.0,9.0,1201.0
14862,14863,-3.0,12699.0,1382.0,133.0,3307.0,3615.0,331.0,1003.0,334.0,320.0,104.0,9.0,1185.0
14863,14864,0.0,12762.0,1383.0,133.0,3307.0,3615.0,333.0,1000.0,335.0,320.0,104.0,9.0,1204.0
14864,14865,-2.0,12746.0,1383.0,133.0,3306.0,3614.0,334.0,1002.0,336.0,320.0,104.0,9.0,1207.0
14865,14866,-8.0,12778.0,1383.0,133.0,3306.0,3615.0,336.0,1008.0,336.0,320.0,104.0,9.0,1188.0
14866,14867,-8.0,12762.0,1383.0,133.0,3307.0,3615.0,336.0,1008.0,336.0,320.0,104.0,9.0,1196.0
14867,14868,-11.0,12793.0,1383.0,133.0,3307.0,3615.0,334.0,1011.0,336.0,320.0,104.0,9.0,1191.0
14868,14869,7.0,12840.0,1383.0,133.0,3307.0,3615.0,336.0,993.0,336.0,320.0,104.0,9.0,1209.0
14869,14870,3.0,12731.0,1383.0,133.0,3307.0,3615.0,336.0,997.0,337.0,320.0,104.0,9.0,1208.0
14870,14871,3.0,12762.0,1383.0,133.0,3307.0,3615.0,336.0,997.0,336.0,320.0,104.0,9.0,1183.0
14871,14872,4.0,12778.0,1383.0,133.0,3307.0,3615.0,336.0,996.0,337.0,320.0,104.0,9.0,1212.0
14872,14873,1.0,12840.0,1383.0,133.0,3307.0,3615.0,336.0,999.0,337.0,320.0,104.0,9.0,1203.0
14873,14874,-5.0,12778.0,1383.0,133.0,3306.0,3615.0,336.0,1005.0,337.0,320.0,104.0,9.0,1218.0
14874,14875,-2.0,12793.0,1383.0,133.0,3306.0,3615.0,333.0,1002.0,337.0,320.0,104.0,9.0,1215.0
14875,14876,0.0,12793.0,1384.0,133.0,3306.0,3615.0,333.0,1000.0,336.0,320.0,104.0,9.0,1211.0
14876,14877,3.0,12825.0,1384.0,133.0,3307.0,3615.0,333.0,997.0,336.0,320.0,104.0,9.0,1225.0
14877,14878,3.0,12825.0,1384.0,133.0,3307.0,3615.0,333.0,997.0,336.0,320.0,104.0,9.0,1215.0
14878,14879,5.0,12762.0,1384.0,133.0,3307.0,3615.0,331.0,995.0,336.0,320.0,104.0,9.0,1233.0
14879,14880,5.0,12778.0,1384.0,133.0,3307.0,3615.0,331.0,995.0,336.0,320.0,104.0,9.0,1225.0
14880,14881,3.0,12809.0,1384.0,133.0,3307.0,3615.0,330.0,997.0,336.0,320.0,104.0,9.0,1238.0
14881,14882,3.0,12590.0,1384.0,133.0,3307.0,3615.0,331.0,997.0,336.0,320.0,104.0,9.0,1243.0
14882,14883,3.0,12606.0,1384.0,133.0,3306.0,3615.0,335.0,997.0,337.0,320.0,104.0,9.0,1223.0
14883,14884,3.0,12684.0,1384.0,133.0,3307.0,3615.0,338.0,997.0,338.0,320.0,104.0,9.0,1220.0
14884,14885,1.0,12699.0,1384.0,133.0,3307.0,3615.0,335.0,999.0,338.0,320.0,104.0,9.0,1237.0
14885,14886,3.0,12731.0,1384.0,133.0,3307.0,3614.0,334.0,997.0,337.0,320.0,104.0,9.0,1227.0
14886,14887,9.0,12746.0,1385.0,133.0,3307.0,3615.0,332.0,991.0,336.0,320.0,104.0,9.0,1221.0
14887,14888,9.0,12840.0,1385.0,133.0,3307.0,3615.0,334.0,991.0,337.0,320.0,104.0,9.0,1235.0
14888,14889,11.0,12825.0,1385.0,133.0,3307.0,3615.0,333.0,989.0,336.0,320.0,104.0,9.0,1227.0
14889,14890,11.0,12762.0,1385.0,133.0,3307.0,3615.0,334.0,989.0,337.0,320.0,104.0,9.0,1239.0
14890,14891,-11.0,12809.0,1385.0,133.0,3307.0,3615.0,332.0,1011.0,336.0,320.0,104.0,9.0,1229.0
14891,14892,-11.0,12809.0,1385.0,133.0,3307.0,3615.0,332.0,1013.0,337.0,320.0,104.0,9.0,1234.0
14892,14893,-13.0,12793.0,1385.0,133.0,3307.0,3615.0,332.0,1013.0,337.0,320.0,104.0,9.0,1234.0
14893,14894,-8.0,12809.0,1385.0,133.0,3307.0,3615.0,331.0,1008.0,336.0,320.0,104.0,9.0,1245.0
14894,14895,-5.0,12778.0,1385.0,133.0,3307.0,3614.0,329.0,1005.0,336.0,320.0,104.0,9.0,1239.0
14895,14896,-5.0,12825.0,1385.0,133.0,3307.0,3615.0,329.0,1005.0,335.0,320.0,104.0,9.0,1253.0
14896,14897,-4.0,12809.0,1385.0,133.0,3306.0,3615.0,328.0,1004.0,335.0,320.0,104.0,9.0,1253.0
14897,14898,-5.0,12809.0,1385.0,133.0,3307.0,3615.0,328.0,1005.0,335.0,320.0,104.0,9.0,1255.0
14898,14899,-10.0,12809.0,1385.0,133.0,3306.0,3615.0,326.0,1010.0,334.0,320.0,104.0,9.0,1254.0
14899,14900,-10.0,12809.0,1385.0,133.0,3307.0,3615.0,324.0,1010.0,333.0,320.0,104.0,9.0,1252.0
14900,14901,-2.0,12825.0,1386.0,133.0,3307.0,3615.0,327.0,1002.0,334.0,320.0,104.0,9.0,1263.0
14901,14902,-2.0,12809.0,1386.0,133.0,3307.0,3615.0,325.0,1002.0,334.0,320.0,104.0,9.0,1258.0
14902,14903,3.0,12825.0,1386.0,133.0,3307.0,3615.0,325.0,997.0,333.0,320.0,104.0,9.0,1262.0
14903,14904,7.0,12825.0,1386.0,133.0,3307.0,3615.0,323.0,993.0,331.0,320.0,104.0,9.0,1266.0
14904,14905,6.0,12793.0,1386.0,133.0,3307.0,3615.0,324.0,994.0,333.0,320.0,104.0,9.0,1277.0
14905,14906,6.0,12809.0,1386.0,134.0,3307.0,3615.0,322.0,994.0,332.0,321.0,104.0,9.0,1290.0
14906,14907,5.0,12825.0,1386.0,133.0,3307.0,3615.0,323.0,995.0,332.0,320.0,104.0,9.0,1277.0
14907,14908,5.0,12778.0,1386.0,133.0,3307.0,3614.0,322.0,995.0,332.0,320.0,104.0,9.0,1270.0
14908,14909,9.0,12809.0,1386.0,133.0,3307.0,3614.0,322.0,991.0,331.0,320.0,104.0,9.0,1252.0
14909,14910,1.0,12793.0,1386.0,133.0,3307.0,3615.0,325.0,999.0,334.0,320.0,104.0,9.0,1270.0
14910,14911,1.0,12825.0,1386.0,133.0,3307.0,3614.0,324.0,999.0,332.0,320.0,104.0,9.0,1259.0
14911,14912,3.0,12825.0,1387.0,133.0,3307.0,3615.0,325.0,997.0,332.0,320.0,104.0,9.0,1249.0
14912,14913,4.0,12778.0,1387.0,133.0,3307.0,3614.0,327.0,996.0,334.0,320.0,104.0,9.0,1244.0
14913,14914,9.0,12809.0,1387.0,133.0,3307.0,3614.0,328.0,991.0,334.0,320.0,104.0,9.0,1230.0
14914,14915,11.0,12778.0,1387.0,133.0,3307.0,3614.0,330.0,989.0,335.0,320.0,104.0,9.0,1221.0
14915,14916,9.0,12778.0,1387.0,133.0,3307.0,3614.0,334.0,991.0,335.0,320.0,104.0,9.0,1187.0
14916,14917,13.0,12793.0,1387.0,133.0,3307.0,3615.0,345.0,987.0,339.0,320.0,104.0,9.0,1191.0
14917,14918,14.0,12731.0,1387.0,133.0,3307.0,3614.0,354.0,986.0,341.0,320.0,104.0,9.0,1161.0
14918,14919,7.0,12731.0,1387.0,132.0,3307.0,3614.0,366.0,993.0,345.0,320.0,104.0,8.0,1149.0
14919,14920,9.0,12746.0,1387.0,132.0,3307.0,3614.0,384.0,991.0,347.0,320.0,104.0,8.0,1122.0
14920,14921,4.0,12778.0,1387.0,132.0,3307.0,3614.0,414.0,996.0,351.0,320.0,104.0,8.0,1088.0
14921,14922,5.0,12793.0,1387.0,128.0,3307.0,3614.0,424.0,995.0,359.0,316.0,104.0,8.0,1070.0
14922,14923,-2.0,12715.0,1387.0,123.0,3307.0,3614.0,439.0,1002.0,373.0,311.0,104.0,8.0,1050.0
14923,14924,-3.0,12778.0,1388.0,118.0,3307.0,3614.0,451.0,1003.0,386.0,306.0,104.0,8.0,1040.0
14924,14925,-6.0,12762.0,1388.0,115.0,3307.0,3614.0,460.0,1006.0,398.0,303.0,104.0,8.0,1043.0
14925,14926,-6.0,12715.0,1388.0,110.0,3307.0,3614.0,471.0,1006.0,409.0,298.0,104.0,8.0,1029.0
14926,14927,-50.0,12746.0,1388.0,106.0,3307.0,3614.0,482.0,1050.0,425.0,294.0,104.0,8.0,1038.0
14927,14928,-80.0,12778.0,1388.0,104.0,3307.0,3612.0,487.0,1080.0,431.0,292.0,104.0,8.0,1032.0
14928,14929,-79.0,12762.0,1388.0,102.0,3307.0,3612.0,493.0,1079.0,437.0,290.0,104.0,8.0,1040.0
14929,14930,-119.0,12762.0,1388.0,102.0,3307.0,3612.0,496.0,1119.0,439.0,290.0,104.0,8.0,1053.0
14930,14931,-122.0,12731.0,1388.0,99.0,3307.0,3612.0,500.0,1122.0,448.0,287.0,104.0,8.0,1061.0
14931,14932,-132.0,12762.0,1388.0,99.0,3307.0,3614.0,500.0,1132.0,449.0,287.0,104.0,8.0,1072.0
14932,14933,-113.0,12778.0,1388.0,101.0,3307.0,3612.0,496.0,1113.0,447.0,289.0,104.0,8.0,1098.0
14933,14934,-111.0,12731.0,1388.0,101.0,3307.0,3612.0,496.0,1111.0,448.0,289.0,104.0,8.0,1119.0
14934,14935,-110.0,12746.0,1388.0,101.0,3307.0,3612.0,495.0,1110.0,449.0,289.0,104.0,8.0,1125.0
14935,14936,-88.0,12793.0,1389.0,102.0,3307.0,3612.0,492.0,1088.0,446.0,290.0,104.0,8.0,1126.0
14936,14937,-87.0,12778.0,1389.0,102.0,3307.0,3612.0,492.0,1087.0,447.0,290.0,104.0,8.0,1135.0
14937,14938,-62.0,12699.0,1389.0,102.0,3307.0,3612.0,491.0,1062.0,447.0,290.0,104.0,8.0,1138.0
14938,14939,-40.0,12762.0,1389.0,103.0,3307.0,3612.0,492.0,1040.0,444.0,291.0,104.0,8.0,1124.0
14939,14940,-37.0,12731.0,1389.0,102.0,3307.0,3612.0,492.0,1037.0,446.0,290.0,104.0,8.0,1114.0
14940,14941,-23.0,12762.0,1389.0,101.0,3307.0,3612.0,494.0,1023.0,446.0,289.0,104.0,8.0,1100.0
14941,14942,-20.0,12762.0,1389.0,101.0,3307.0,3611.0,497.0,1020.0,446.0,289.0,104.0,8.0,1081.0
14942,14943,-16.0,12762.0,1389.0,101.0,3307.0,3612.0,497.0,1016.0,446.0,289.0,104.0,8.0,1079.0
14943,14944,-12.0,12731.0,1389.0,101.0,3307.0,3611.0,495.0,1012.0,447.0,289.0,104.0,8.0,1082.0
14944,14945,-11.0,12699.0,1389.0,100.0,3307.0,3612.0,498.0,1011.0,447.0,288.0,104.0,8.0,1076.0
14945,14946,-12.0,12731.0,1389.0,99.0,3307.0,3611.0,500.0,1012.0,448.0,287.0,104.0,8.0,1061.0
14946,14947,-11.0,12731.0,1389.0,99.0,3307.0,3612.0,502.0,1011.0,449.0,287.0,104.0,8.0,1047.0
14947,14948,-17.0,12731.0,1390.0,98.0,3307.0,3611.0,506.0,1017.0,451.0,286.0,104.0,8.0,1032.0
14948,14949,-18.0,12731.0,1390.0,95.0,3307.0,3612.0,511.0,1018.0,458.0,283.0,104.0,8.0,1008.0
14949,14950,-10.0,12715.0,1390.0,93.0,3308.0,3612.0,518.0,1010.0,464.0,281.0,104.0,8.0,986.0
14950,14951,-8.0,12793.0,1390.0,91.0,3307.0,3611.0,528.0,1008.0,474.0,279.0,104.0,8.0,993.0
14951,14952,1.0,12746.0,1390.0,90.0,3307.0,3611.0,524.0,999.0,475.0,278.0,104.0,8.0,1023.0
14952,14953,0.0,12731.0,1390.0,90.0,3307.0,3611.0,522.0,1000.0,473.0,278.0,104.0,8.0,1028.0
14953,14954,-9.0,12715.0,1390.0,93.0,3307.0,3611.0,516.0,1009.0,467.0,281.0,104.0,8.0,1044.0
14954,14955,-10.0,12793.0,1390.0,105.0,3307.0,3611.0,483.0,1010.0,429.0,293.0,104.0,8.0,1048.0
14955,14956,3.0,12778.0,1390.0,123.0,3307.0,3612.0,439.0,997.0,378.0,311.0,104.0,8.0,1075.0
14956,14957,13.0,12778.0,1390.0,127.0,3307.0,3611.0,427.0,987.0,367.0,315.0,104.0,8.0,1097.0
14957,14958,18.0,12746.0,1390.0,132.0,3307.0,3611.0,411.0,982.0,349.0,320.0,104.0,8.0,1077.0
14958,14959,16.0,12778.0,1391.0,132.0,3307.0,3611.0,400.0,984.0,346.0,320.0,104.0,8.0,1084.0
14959,14960,16.0,12715.0,1391.0,132.0,3307.0,3611.0,402.0,984.0,351.0,320.0,104.0,8.0,1112.0
14960,14961,35.0,12793.0,1391.0,132.0,3307.0,3612.0,414.0,965.0,355.0,320.0,104.0,8.0,1111.0
14961,14962,60.0,12762.0,1391.0,122.0,3307.0,3611.0,441.0,940.0,386.0,310.0,104.0,8.0,1114.0
14962,14963,60.0,12778.0,1391.0,118.0,3307.0,3611.0,451.0,940.0,397.0,306.0,104.0,8.0,1110.0
14963,14964,70.0,12746.0,1391.0,110.0,3307.0,3611.0,474.0,930.0,426.0,298.0,104.0,8.0,1137.0
14964,14965,71.0,12762.0,1391.0,102.0,3307.0,3611.0,493.0,929.0,450.0,290.0,104.0,8.0,1152.0
14965,14966,63.0,12746.0,1391.0,93.0,3307.0,3611.0,520.0,937.0,475.0,281.0,104.0,8.0,1154.0
14966,14967,9.0,12699.0,1391.0,86.0,3307.0,3611.0,536.0,991.0,491.0,274.0,104.0,8.0,1190.0
14967,14968,-19.0,12746.0,1391.0,83.0,3307.0,3609.0,539.0,1019.0,494.0,272.0,104.0,7.0,1196.0
14968,14969,-16.0,12793.0,1391.0,81.0,3307.0,3609.0,547.0,1016.0,500.0,270.0,104.0,7.0,1195.0
14969,14970,-94.0,12731.0,1391.0,81.0,3307.0,3609.0,548.0,1094.0,500.0,270.0,104.0,7.0,1236.0
14970,14971,-100.0,12699.0,1392.0,81.0,3307.0,3609.0,547.0,1100.0,501.0,270.0,104.0,7.0,1258.0
14971,14972,-86.0,12762.0,1392.0,81.0,3307.0,3609.0,545.0,1086.0,500.0,270.0,104.0,7.0,1259.0
14972,14973,-55.0,12746.0,1392.0,85.0,3307.0,3611.0,539.0,1055.0,497.0,274.0,104.0,7.0,1300.0
14973,14974,-49.0,12715.0,1392.0,89.0,3307.0,3609.0,532.0,1049.0,495.0,277.0,104.0,8.0,1322.0
14974,14975,3.0,12746.0,1392.0,91.0,3307.0,3609.0,529.0,997.0,493.0,279.0,104.0,8.0,1334.0
14975,14976,3.0,12746.0,1392.0,92.0,3307.0,3609.0,527.0,997.0,494.0,280.0,104.0,8.0,1363.0
14976,14977,23.0,12762.0,1392.0,97.0,3307.0,3611.0,521.0,977.0,493.0,284.0,105.0,8.0,1390.0
14977,14978,17.0,12731.0,1392.0,98.0,3307.0,3609.0,517.0,983.0,492.0,285.0,105.0,8.0,1389.0
14978,14979,22.0,12746.0,1392.0,101.0,3307.0,3609.0,511.0,978.0,493.0,288.0,105.0,8.0,1429.0
